,ISRG,AMZN,ARE,IPG,DHR,HOLX,NTAP,HUM,XOM,CCI,WY,TECH,CBRE,STX,MHK,MCK,C,CMI,ETR,A,SW,CFG,RTX,REG,TYL,NOW,FICO,FRT,AKAM,ADP,URI,WMB,CAT,JNJ,MPC,TPR,BF-B,CMCSA,ROL,CDNS,OXY,WRB,HSY,FIS,GLW,CAH,EOG,CCL,DLR,DTE
SW,1.606398988576284,0.3258104016623239,2.0364081662717632,0.9108458459639153,2.0379064846794126,0.3098853707822462,0.6495474735370138,0.23695017660578055,1.4523758232061892,1.3172323664731416,1.0224872146297035,0.807347581318249,0.6557317204504317,0.7931118674748462,0.47097512743136316,0.6802074185915393,1.0307494676140154,1.8718618681649242,0.7145777591215405,1.2738351695190084,0.0,0.787029600191516,1.669219304307647,1.399374046662751,0.7797704085110675,1.1207015248520191,0.595643925391205,1.0989712610212639,0.5355400921407638,1.411781883211411,1.1808256488592879,0.34956668112367995,1.0928668608346077,2.434682677406937,1.1954223097640775,0.6684894724103793,0.8511022307837546,1.286726875802118,0.41371690342757184,0.9599506622060937,1.7508661805105483,1.7294694132281214,0.5348332064125618,1.1421984225161488,0.8798425412805855,1.0370750775935367,1.1708671899364391,1.3205581508971913,1.2188518766705772,0.8759430064568933
CFG,1.7630710001530279,1.025336655077922,2.050718983702365,0.8801414516152537,2.380289119087542,0.7847542869565778,0.6057855601911953,0.7548888967115273,1.2388701574566505,1.28879854524296,0.7640257899015115,0.8210123508651483,0.9677132503890701,0.8396009953110812,0.7192370078477042,0.8565720134880361,0.9018064230977969,1.8219928275144397,0.6285921895296522,1.1992737628302808,0.787029600191516,0.0,1.7276239548109085,1.5372243513002009,0.9656587604779904,1.0119354972835777,0.7788855424218252,1.0913018809976924,0.6469768154246698,1.5387946975302522,1.1654716155090363,0.6931261481502534,1.0963284809416252,2.7113214430046075,1.1016606764496069,0.6596172837758429,0.7616835809352048,1.5064334996118687,0.9153628430423262,1.0301761322944811,1.845733127958063,1.6250675396756766,0.6217441549073596,1.1002793456229143,0.980565588185999,1.2511351396343464,1.3600665252906203,1.2755357978181128,1.2079126830820832,0.8787693043687392
RTX,1.9664046186147464,1.927855709950659,1.6635619500911003,1.2821852738108008,1.9268698412925225,1.8934739841900685,1.7025823931851005,1.775707176438286,1.5693204590160075,1.425478051067614,1.5336174587391835,1.6376411928743004,1.7331560204712566,1.4899660546598625,1.7743636392181474,1.666791963001037,1.557555492632916,1.4903889515302244,1.9456572791161701,1.6088986530413691,1.669219304307647,1.7276239548109085,0.0,1.4772129317827911,1.5084651879580278,1.6003172977927114,1.8266538191482324,1.5062183166788026,1.893349184174395,1.3111668516467225,1.729837073619576,1.6700650923064817,1.4531581279998653,2.4845260295135025,2.1680988190717607,1.804064306016317,1.7327192904584092,1.9472647366571787,1.9589539831469804,1.5378591423555479,1.4689968536147835,1.866912629543254,1.8203986951678888,1.6306685718555216,1.4926540078879063,1.2098239219400697,1.3108559117530656,1.6714267010830421,1.7368053858906805,1.944159168294941
REG,1.9507265445066448,1.7006207526885344,1.6125925999657778,1.3181169451600547,1.8573684933899894,1.5540077949273914,1.3600462091167018,1.4731749222971107,1.7924206876900761,1.1936025369270276,1.4230480347325425,1.5891132668082686,1.2904820930710126,1.250169171329519,1.4839387058293008,1.5724440598208778,1.310396688259386,1.215000456123619,1.759777819201927,1.1857689231834418,1.399374046662751,1.5372243513002009,1.4772129317827911,0.0,1.3266938179659589,1.5860350520934867,1.6792408318744871,1.3720837284428429,1.6506230939273878,1.3599258082153494,1.6742484945030869,1.5824675703577316,1.5275289447988558,2.4826281193221362,2.0363243700037694,1.5123693723349698,1.589105270048176,2.131551558789054,1.6344694771787456,1.258910090151299,1.1921937961704088,1.884109313707826,1.6050376376173998,1.736399102281447,1.143667469433125,1.220795457559996,1.4182392901508725,1.3656940733402938,1.7952131589945706,1.9097596429929735
TYL,1.41688829054857,1.0182606351522852,1.878185199504457,0.8029371668259819,1.9498051350267758,0.9062302437033605,0.7384154613556745,0.8405153281063473,1.1439480782085003,1.0287179412743912,0.8819937782788184,0.8517166508032923,0.8263213547345475,0.6602774718457367,0.8830719463342187,0.7300324453618677,0.9852003000198514,1.507533063949508,0.9701378919294188,1.176975694278928,0.7797704085110675,0.9656587604779904,1.5084651879580278,1.3266938179659589,0.0,0.8090922869431351,0.9994836292181208,0.8275498583750125,0.8888992171842867,1.1985698863894059,1.0748776600001086,0.7586127238524296,0.9242702288709317,2.555850208724936,1.3447903998976294,0.8077991043576287,0.7282178567797905,1.2952650036293196,0.8824089643154049,0.951108736442653,1.6505847944910135,1.6199873951949442,0.8327827392483331,0.894777262879743,0.8520060534537749,1.0346915415015878,1.054970603873559,0.9062940003164419,1.0807060992750686,0.9439515832045231
NOW,1.270234567575875,1.376992671270924,1.9641450171497632,0.9264909088163222,2.138927170164032,1.276392629874867,1.1629953787951486,1.2203892237265261,1.2082723284909507,0.9846555352897517,1.0227973104983783,0.8947972794855577,1.2052643533769085,0.8694079231038226,1.1828306485535087,0.8632021484286869,1.1637069326908178,1.7428071910954834,1.2616627460217829,1.2585356829067949,1.1207015248520191,1.0119354972835777,1.6003172977927114,1.5860350520934867,0.8090922869431351,0.0,1.267138376846866,0.9959552437959249,1.154572414864889,1.3661045760514463,1.0168020163192892,0.9707508524838177,0.8449468961870705,2.8172718035498807,1.6281337072263573,1.1532052207592518,0.9984886825813154,1.3030271650804166,1.2998026071099067,1.195828632702772,1.858830467257956,1.7261662882765376,1.141947090923832,1.0655248620949844,1.100774318263517,1.123375167981023,1.2009058961222825,0.832835947607337,0.9814189560096651,1.0115925148912048
FICO,1.8077411391741816,0.6231299042338532,2.095224583984413,1.1085175793275146,2.342606137025217,0.5744344436510713,0.7849876812100406,0.5783128708672868,1.5004697082387313,1.4538491417907489,0.995689715913264,1.0215499435451814,0.9314787207311143,1.002696228080298,0.8607790508429894,0.7135731434667152,1.1946448207874578,1.8805418957668958,0.8155012149175681,1.345898669699844,0.595643925391205,0.7788855424218252,1.8266538191482324,1.6792408318744871,0.9994836292181208,1.267138376846866,0.0,1.1835478073233126,0.6381887239200564,1.5583455390586771,1.3406095246050487,0.6149839494753185,1.2706033129443408,2.69784844952676,1.2632966725601653,0.775294381993924,0.9835101779274699,1.4804995058392907,0.6738324139657823,1.1648769429325971,1.913247126489198,1.7771391383487811,0.6351558612856909,1.276803014692057,0.97941779654299,1.2810265713249243,1.3775612401028043,1.481065454396585,1.2931401854701259,1.0721350972929196
FRT,1.4868175589170565,1.3516120618789305,1.685947938715537,0.9421247416754672,2.056745428153434,1.2413033340402564,1.069230890431645,1.1762729209977958,1.2199700423347495,0.9859363706080373,1.0016961358624354,0.9516008525075028,1.1359476524315333,0.9967332140024154,1.1837505987332149,0.9189459624321432,0.9861164443545097,1.3880683227383854,1.234644481600069,1.1619699102430872,1.0989712610212639,1.0913018809976924,1.5062183166788026,1.3720837284428429,0.8275498583750125,0.9959552437959249,1.1835478073233126,0.0,1.201183496690074,1.1747529215497843,1.0040701659940396,0.964866051169116,1.075507915424244,2.3892695076492094,1.6928217150816751,1.0740888630756913,1.0692723966993143,1.4895976144668885,1.2656148726407839,1.0225550727891781,1.5260497464456246,1.5041694776229964,1.1534791564704403,0.9837801316617192,0.9837987415055061,1.1368169623702786,0.9955310847246512,0.9766601539666955,1.1776821337129741,1.1669585148397625
AKAM,1.7663444225350473,0.6103093706964751,2.164668303185215,0.9468223318101578,2.4761380855978476,0.4226934216003264,0.6609044980102798,0.47509681153857797,1.494829214632935,1.3874814087761405,0.9244126357381791,0.7832463695815048,0.883155334740748,0.8636801134939514,0.6272808760075641,0.7811299693505016,1.063307760414209,1.9563107047880932,0.42592244466591617,1.3509486303537253,0.5355400921407638,0.6469768154246698,1.893349184174395,1.6506230939273878,0.8888992171842867,1.154572414864889,0.6381887239200564,1.201183496690074,0.0,1.6187832470294823,1.2120624075422504,0.45583200918835004,1.2153574441747679,2.9036808824806846,1.0693292564468484,0.541190390404292,0.7372420165711806,1.5027325993770222,0.5350236317227646,1.0146263742282509,1.9453401922065305,1.7939604479241251,0.4430829556145978,1.1867494379387575,0.9864774120008241,1.3791845910095761,1.417548502276372,1.378404244362185,1.2844265827428658,0.7907934044361631
ADP,1.9271401516732247,1.6691545231100122,1.4348602837186273,1.1628694890265137,1.9278472101294688,1.6162089123916454,1.464253859750237,1.566727587212725,1.482954407121258,1.2276223700317463,1.3984338542250232,1.52805187074688,1.3828916362674133,1.3020301602973385,1.5370017047324218,1.3931589650132405,1.504284013735944,1.3845496062564593,1.7600122932031657,1.2868066480152038,1.411781883211411,1.5387946975302522,1.3111668516467225,1.3599258082153494,1.1985698863894059,1.3661045760514463,1.5583455390586771,1.1747529215497843,1.6187832470294823,0.0,1.462502705095433,1.4313136691455004,1.4528762309848577,2.2130592027902587,2.136395257086035,1.6123167883307248,1.5004565181768652,1.7508319035387796,1.6501008836333255,1.3612764911859498,1.5134067220456007,1.7705688602895517,1.6196316785714322,1.5309620555208543,1.3066514088343946,1.2997762521288523,1.092068601936636,1.4253878880154365,1.5876721964384506,1.7370747545929062
