window,date_start_in,date_end_in,date_start_oos,date_end_oos,n_clusters,n_assets_total,s1_n_assets,s1_sharpe,s1_te,s1_return,s1_vol,s1_turnover,s1_hhi,s1_ceq,s1_corr,gmv_n_assets,gmv_sharpe,gmv_te,gmv_return,gmv_vol,gmv_turnover,gmv_hhi,gmv_ceq,gmv_corr,mv_n_assets,mv_sharpe,mv_te,mv_return,mv_vol,mv_turnover,mv_hhi,mv_ceq,mv_corr
56,2019-09-05,2020-03-05,2020-03-06,2020-04-03,9,50,11,-2.8835213705497322,0.3188640120707503,-0.25389498394226195,1.0762360256250085,0.0,0.09346532970859453,-4.261633562498336,0.9613869043766665,7,-2.4307412667437513,0.3647072022384424,-0.23706085144993816,1.1369346458719956,0.0,0.21379292462598942,-4.056214350295833,0.9594808351182588,2,-3.9818245145917657,0.886057647828515,-0.42551350923921016,1.4718655362905744,0.0,0.5058443566373451,-8.027098431504506,0.8233072196501653
57,2019-10-04,2020-04-03,2020-04-06,2020-05-05,11,50,11,2.0472297845310097,0.08054003649148649,0.04454949751545478,0.28774612845045017,0.0,0.09428689403262269,0.5062846101090244,0.9640116229439675,6,3.8162890104468077,0.22522849656950586,0.05733177128569644,0.18871739347184985,0.34003902058692437,0.3758396566743376,0.6845858601879777,0.6693308177487322,2,-0.3203451875647358,0.3115936847322379,-0.007007265523665929,0.21106523966255106,6.517002735881666e-23,0.6590295135530875,-0.11216226918190594,0.30542746403056603
61,2020-02-05,2020-08-04,2020-08-05,2020-09-02,9,50,13,3.445876219121924,0.10775031306301155,0.032735185053939686,0.11984894243213493,0.0,0.0912186782062684,0.398620851611705,0.5147935419986089,5,8.200405667709308,0.13451150613269322,0.07947755419931979,0.11854204974011745,0.0,0.32727102639928035,0.9580406789941495,0.21605254753272177,2,7.7327388837137505,0.14738072623917986,0.0975652719629776,0.1534867295735372,0.0,0.5082599506981704,1.1633146257521683,0.37025888930113726
62,2020-03-06,2020-09-02,2020-09-03,2020-10-02,8,50,15,-0.01745079594758327,0.12371100368396176,-0.0017306761804243287,0.19628511805649893,0.0,0.08638544838751147,-0.04195317911320498,0.8202029162003088,5,-0.8643807574274114,0.21493891573144427,-0.022138479254041665,0.28242638996511465,0.0,0.6493822078910194,-0.3238886026242623,0.6560357873874284,2,-2.014909217909592,0.2813094615454548,-0.06833776184005969,0.4033591343978342,0.0,0.5117445381943024,-0.9754306293284003,0.750437275702393
63,2020-04-06,2020-10-02,2020-10-05,2020-11-02,9,50,12,-0.4533866212214589,0.12436925356105887,-0.010873744055571621,0.24202256772655853,0.042077332808038895,0.09489375508152359,-0.1683047175298427,0.8580404440158694,4,-0.6498014169173438,0.08405259815233958,-0.01144960537124784,0.1949435870468438,0.0,0.4634930246382967,-0.16467762121267904,0.9118601731821914,1,1.0998248954294307,0.3925884407033687,0.02265951457729609,0.2939058048217544,0.0,1.0,0.23686429894626548,-0.22027438010909972
64,2020-05-06,2020-11-02,2020-11-03,2020-12-02,10,50,13,5.0615161954780925,0.22866574962318503,0.12578789477758434,0.30432467876353797,0.0044937424667340084,0.08966829438767375,1.4477307801407846,0.681181265075195,6,2.355641258861695,0.16314888813875456,0.028880655677277156,0.15738749881965347,0.0,0.2263734274701397,0.3459776610639156,0.45744528367612747,1,2.4278324129869513,0.35295839584569194,0.06280969272672077,0.33934015034420867,0.0,1.0,0.7087092783979049,0.14048738620284493
65,2020-06-05,2020-12-02,2020-12-03,2021-01-04,8,50,13,2.6255733680768416,0.07711088352914408,0.030397320269590855,0.14774835351207397,0.0,0.08625979598789922,0.36609456619297515,0.8780660669143178,6,0.6745053068025911,0.07832828530734035,0.007068538025645443,0.14672248363089677,0.0,0.25085231470056635,0.0774376066334774,0.8672858509486143,1,2.532808426316593,0.4147047464811879,0.08179976672973854,0.4256781590181089,0.0,1.0,0.8969593329949543,0.22569597565373223
66,2020-07-07,2021-01-04,2021-01-05,2021-02-03,9,50,11,0.36378618282963504,0.10006446528813753,0.003408457930590636,0.14557189249808525,0.0,0.09488486863766402,0.031765867213690326,0.8114110176358138,6,0.08299351771299389,0.1709922474108908,0.00025906211695847503,0.11590925501109388,0.0,0.30287390153570104,-0.0038152385883636463,0.3375527579265535,3,0.32141895740888643,0.26560536552915975,0.004194755100419556,0.3790917208981878,0.0,0.38334687877390183,-0.021863267160113442,0.7902907203069219
67,2020-08-05,2021-02-03,2021-02-04,2021-03-05,9,50,13,0.7436633663639698,0.08073809416967091,0.008523260890270778,0.1601835574645129,0.0,0.0929296914507527,0.09346387149822916,0.8838092452862167,7,-0.20985423258879668,0.11135513703915828,-0.004791940443458986,0.1988820867548495,0.03317054532525386,0.3668780514190289,-0.0812903321235609,0.8292393682325777,1,-4.559363243172335,0.31570669370701254,-0.12793412219195965,0.3630679358270175,8.976658767128417e-23,1.0,-1.7871769274098472,0.49431421882711996
68,2020-09-03,2021-03-05,2021-03-08,2021-04-06,11,50,11,4.543306636860759,0.08641363541024855,0.0483198336875057,0.1328652404772436,0.0,0.09852075844269549,0.5859943567412859,0.7774239504149948,8,6.413622332160665,0.12760945730614795,0.06477871298401827,0.12465274929392343,0.0,0.22399572949136362,0.7839373487301982,0.4786414809157374,1,-0.49515765812438023,0.4245592870613977,-0.024800924473851294,0.44603009682834627,0.0,1.0,-0.4197980654752185,0.3076962479777864
69,2020-10-05,2021-04-06,2021-04-07,2021-05-05,8,50,12,5.221146548972315,0.0720717713384746,0.027174289460291767,0.06513169932660773,0.0,0.08907735204187009,0.3358200089106487,0.6616300881330909,5,1.9627506197260898,0.08989252747978417,0.017836276477743107,0.1168437162665694,0.0,0.2942002083989529,0.21568262248232592,0.6593299741038274,1,4.441537844042773,0.3289651918608229,0.13431777496087882,0.3732745999913151,0.0,1.0,1.518579335082678,0.5624511756251556
71,2020-12-03,2021-06-04,2021-06-07,2021-07-06,9,50,12,4.246085897444136,0.038326625140558034,0.03215644395071027,0.0950043582239836,0.0,0.08872196460190303,0.3943708375690366,0.9151179561818586,8,-0.4709982935878401,0.0741079450404759,-0.005950831507438803,0.13984465476910618,0.0,0.251006601005639,-0.08542312123112011,0.885362871887179,1,1.626709825638862,0.1941341521661351,0.028697695531081147,0.2354076229170555,0.0,1.0,0.32752314430200374,0.6141462814745792
72,2021-01-05,2021-07-06,2021-07-07,2021-08-04,8,50,11,-2.7150321332297156,0.07004833175766531,-0.02877804472696943,0.13234505084353282,0.0,0.09546227914703134,-0.37683627819688936,0.8492294118838855,8,5.341720712205365,0.07765636968491411,0.05421920401140268,0.12612019877612843,0.0,0.24082445520265044,0.6577925734905729,0.7987278144598133,1,-0.0007060436103144075,0.23567483800613845,-0.0036356253960738716,0.30999125365481384,0.0,1.0,-0.09631344468637948,0.7470500266807066
